Date,Value
1991-01-01,9.0
1991-02-01,10.0
1991-03-01,11.0
1991-04-01,6.0
1991-05-01,9.0
1991-06-01,8.0
1991-07-01,10.0
1991-08-01,9.0
1991-09-01,8.0
1991-10-01,13.0
1991-11-01,11.0
1991-12-01,23.0
1992-01-01,46.0
1992-02-01,59.0
1992-03-01,47.0
1992-04-01,41.0
1992-05-01,40.0
1992-06-01,33.0
1992-07-01,33.0
1992-08-01,34.0
1992-09-01,31.0
1992-10-01,31.0
1992-11-01,37.0
1992-12-01,52.0
1993-01-01,119.0
1993-02-01,116.0
1993-03-01,103.0
1993-04-01,89.0
1993-05-01,88.0
1993-06-01,79.0
1993-07-01,79.0
1993-08-01,73.0
1993-09-01,83.0
1993-10-01,146.0
1993-11-01,158.0
1993-12-01,257.0
1994-01-01,213.0
1994-02-01,171.0
1994-03-01,180.0
1994-04-01,208.0
1994-05-01,188.0
1994-06-01,181.0
1994-07-01,174.0
1994-08-01,166.0
1994-09-01,156.0
1994-10-01,153.0
1994-11-01,146.0
1994-12-01,156.0
1995-01-01,147.0
1995-02-01,136.0
1995-03-01,144.0
1995-04-01,139.0
1995-05-01,138.0
1995-06-01,126.0
1995-07-01,126.0
1995-08-01,124.0
1995-09-01,119.0
1995-10-01,125.0
1995-11-01,116.0
1995-12-01,117.0
1996-01-01,108.0
1996-02-01,100.0
1996-03-01,137.0
1996-04-01,119.0
1996-05-01,116.0
1996-06-01,108.0
1996-07-01,114.0
1996-08-01,105.0
1996-09-01,105.0
1996-10-01,106.0
1996-11-01,99.0
1996-12-01,112.0
1997-01-01,89.0
1997-02-01,99.0
1997-03-01,111.0
1997-04-01,99.0
1997-05-01,61.0
1997-06-01,105.0
1997-07-01,102.0
1997-08-01,96.0
1997-09-01,85.0
1997-10-01,98.0
1997-11-01,94.0
1997-12-01,104.0
1998-01-01,105.0
1998-02-01,97.0
1998-03-01,104.0
1998-04-01,109.0
1998-05-01,112.0
1998-06-01,83.0
1998-07-01,112.0
1998-08-01,118.0
1998-09-01,104.0
1998-10-01,90.0
1998-11-01,101.0
1998-12-01,81.0
1999-01-01,85.0
1999-02-01,84.0
1999-03-01,105.0
1999-04-01,95.0
1999-05-01,96.0
1999-06-01,84.0
1999-07-01,86.0
1999-08-01,86.0
1999-09-01,82.0
1999-10-01,81.0
1999-11-01,78.0
1999-12-01,77.0
2000-01-01,74.0
2000-02-01,74.0
2000-03-01,77.0
2000-04-01,74.0
2000-05-01,60.0
2000-06-01,78.0
2000-07-01,83.0
2000-08-01,77.0
2000-09-01,74.0
2000-10-01,68.0
2000-11-01,54.0
2000-12-01,75.0
2001-01-01,78.0
2001-02-01,67.0
2001-03-01,78.0
2001-04-01,75.0
2001-05-01,77.0
2001-06-01,70.0
2001-07-01,77.0
2001-08-01,78.0
2001-09-01,66.0
2001-10-01,77.0
2001-11-01,68.0
2001-12-01,74.0
2002-01-01,77.0
2002-02-01,63.0
2002-03-01,69.0
2002-04-01,66.0
2002-05-01,62.0
2002-06-01,79.0
2002-07-01,78.0
2002-08-01,84.0
2002-09-01,79.0
2002-10-01,81.0
2002-11-01,82.0
2002-12-01,83.0
2003-01-01,104.0
2003-02-01,90.0
2003-03-01,104.0
2003-04-01,100.0
2003-05-01,104.0
2003-06-01,94.0
2003-07-01,103.0
2003-08-01,105.0
2003-09-01,89.0
2003-10-01,104.0
2003-11-01,92.0
2003-12-01,99.0
2004-01-01,106.0
2004-02-01,96.0
2004-03-01,104.0
2004-04-01,103.0
2004-05-01,101.0
2004-06-01,95.0
2004-07-01,104.0
2004-08-01,111.0
2004-09-01,106.0
2004-10-01,105.0
2004-11-01,101.0
2004-12-01,96.0
2005-01-01,88.0
2005-02-01,82.0
2005-03-01,91.0
2005-04-01,83.0
2005-05-01,86.0
2005-06-01,31.0
2005-07-01,87.0
2005-08-01,86.0
2005-09-01,83.0
2005-10-01,67.0
2005-11-01,82.0
2005-12-01,77.0
2006-01-01,92.0
2006-02-01,79.0
2006-03-01,85.0
2006-04-01,84.0
2006-05-01,90.0
2006-06-01,91.0
2006-07-01,89.0
2006-08-01,87.0
2006-09-01,86.0
2006-10-01,88.0
2006-11-01,81.0
2006-12-01,79.0
2007-01-01,65.0
2007-02-01,62.0
2007-03-01,84.0
2007-04-01,79.0
2007-05-01,93.0
2007-06-01,95.0
2007-07-01,103.0
2007-08-01,108.0
2007-09-01,136.0
2007-10-01,177.0
2007-11-01,173.0
2007-12-01,158.0
2008-01-01,217.0
2008-02-01,238.0
2008-03-01,241.0
2008-04-01,224.0
2008-05-01,222.0
2008-06-01,226.0
2008-07-01,253.0
2008-08-01,239.0
2008-09-01,249.0
2008-10-01,250.0
2008-11-01,259.0
2008-12-01,247.0
2009-01-01,267.0
2009-02-01,273.0
2009-03-01,287.0
2009-04-01,253.0
2009-05-01,257.0
2009-06-01,241.0
2009-07-01,202.0
2009-08-01,212.0
2009-09-01,197.0
2009-10-01,189.0
2009-11-01,181.0
2009-12-01,176.0
2010-01-01,175.0
2010-02-01,164.0
2010-03-01,175.0
2010-04-01,174.0
2010-05-01,187.0
2010-06-01,182.0
2010-07-01,180.0
2010-08-01,182.0
2010-09-01,174.0
2010-10-01,173.0
2010-11-01,166.0
2010-12-01,160.0
2011-01-01,157.0
2011-02-01,135.0
2011-03-01,155.0
2011-04-01,154.0
2011-05-01,164.0
2011-06-01,169.0
2011-07-01,162.0
2011-08-01,164.0
2011-09-01,156.0
2011-10-01,153.0
2011-11-01,144.0
2011-12-01,140.0
2012-01-01,154.0
2012-02-01,143.0
2012-03-01,145.0
2012-04-01,98.0
2012-05-01,107.0
2012-06-01,103.0
2012-07-01,96.0
2012-08-01,96.0
2012-09-01,97.0
2012-10-01,96.0
2012-11-01,92.0
2012-12-01,88.0
2013-01-01,82.0
2013-02-01,77.0
2013-03-01,86.0
2013-04-01,80.0
2013-05-01,82.0
2013-06-01,83.0
2013-07-01,81.0
2013-08-01,78.0
2013-09-01,80.0
2013-10-01,117.0
2013-11-01,73.0
2013-12-01,108.0
2014-01-01,35.0
2014-02-01,29.0
2014-03-01,31.0
2014-04-01,27.0
2014-05-01,29.0
2014-06-01,28.0
2014-07-01,29.0
2014-08-01,30.0
2014-09-01,24.0
2014-10-01,29.0
2014-11-01,29.0
2014-12-01,33.0
2015-01-01,36.0
2015-02-01,25.0
2015-03-01,26.0
2015-04-01,26.0
2015-05-01,29.0
2015-06-01,29.0
2015-07-01,43.0
2015-08-01,42.0
2015-09-01,56.0
2015-10-01,43.0
2015-11-01,14.0
2015-12-01,32.0
2016-01-01,4.0
2016-02-01,6.0
2016-03-01,7.0
2016-04-01,9.0
2016-05-01,9.0
2016-06-01,11.0
2016-07-01,13.0
2016-08-01,13.0
2016-09-01,16.0
2016-10-01,16.0
2016-11-01,12.0
2016-12-01,10.0
2017-01-01,2.0
2017-02-01,1.0
2017-03-01,1.0
2017-04-01,1.0
2017-05-01,1.0
2017-06-01,1.0
2017-07-01,1.0
2017-08-01,15.0
2017-09-01,20.0
2017-10-01,1.0
2017-11-01,1.0
2017-12-01,1.0
2018-01-01,1.0
2018-02-01,1.0
2018-03-01,1.0
2018-04-01,1.0
2018-05-01,1.0
2018-06-01,1.0
2018-07-01,1.0
2018-08-01,1.0
2018-09-01,2.0
2018-10-01,2.0
2018-11-01,1.0
2018-12-01,2.0
2019-01-01,1.0
2019-02-01,1.0
2019-03-01,1.0
2019-04-01,1.0
2019-05-01,1.0
2019-06-01,1.0
2019-07-01,1.0
2019-08-01,1.0
2019-09-01,1.0
2019-10-01,1.0
2019-11-01,1.0
2019-12-01,1.0
2020-01-01,1.0
2020-02-01,0.0
2020-03-01,1.0
2020-04-01,1.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,1.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.0
2021-05-01,0.0
2021-06-01,0.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.0
2022-04-01,0.0
2022-05-01,0.0
2022-06-01,0.0
2022-07-01,0.0
2022-08-01,0.0
2022-09-01,0.0
2022-10-01,0.0
2022-11-01,0.0
2022-12-01,0.0
2023-01-01,0.0
2023-02-01,0.0
2023-03-01,0.0
2023-04-01,0.0
2023-05-01,0.0
2023-06-01,0.0
2023-07-01,0.0
2023-08-01,0.0
2023-09-01,0.0
2023-10-01,0.0
2023-11-01,0.0
2023-12-01,0.0
2024-01-01,0.0
2024-02-01,0.0
2024-03-01,0.0
2024-04-01,0.0
2024-05-01,0.0
2024-06-01,0.0
2024-07-01,0.0
2024-08-01,0.0
2024-09-01,0.0
2024-10-01,0.0
2024-11-01,0.0
2024-12-01,0.0
2025-01-01,
2025-02-01,
2025-03-01,
2025-04-01,
2025-05-01,
2025-06-01,
2025-07-01,
2025-08-01,
2025-09-01,
2025-10-01,
2025-11-01,
2025-12-01,
2026-01-01,
2026-02-01,
